id,name,isActive,activationType,isForceOnly,isRanked,descriptionShort,descriptionLong
c33cf54a5adaa0a12c38,Clever Commander,false,Passive,false,false,May use ranks in Knowledge (Warfare) to upgrade Mass Combat checks instead of ranks in Leadership.,
4a9ee5caf227d5b4d658,Combat Programming,true,Action,false,false,"Once per encounter make a Hard (:pu: :pu: :pu:) Computers check while repairing or working on a droid. For the remainder of the encounter, the droid gains 1 rank in two different combat skills.",
9d442acae2358af19654,Combat Veteran,false,Passive,false,false,The character adds :bl: to his Brawl and Discipline checks equal to his ranks in Combat Veteran.,
ed872fa7f64bbc5f8d54,Commanding Presence (Improved),true,Action,false,false,"Once per session, may take Commanding Presence action; make an opposed Cool vs. Discipline check to force target to leave the encounter.",
b2c45d10731093e3575d,Comrades In Arms,true,Action,false,false,"Once per encounter, take Comrades in Arms action and make a Hard (:pu: :pu: :pu:) Discipline check. If successful, the character plus on ally per :suc: within medium range gains +1 defense for the remainder of the encounter.",
a930c9c7573f8edf864e,Comrades In Arms (Improved),false,Passive,false,false,Spend :adv: :adv: :adv: or :tri: from Comrades in Arms check to also gain +1 soak or give one affected ally +1 soak.,
1b20a41e8721f9b2e0d5,Confidence (Improved),false,Passive,false,false,May spend :tri: on fear checks to give allies in short range additional :suc: on the same fear check.,
b580abaf8c680706df6a,Constant Vigilance,false,Passive,false,false,May always use Vigilance when making checks to determine initiative.,
9c30ee738fc635c4c85c,Construction Specialist,false,Passive,false,false,"Remove :bk: equal to ranks in Construction Specialist from checks to construct defenses, positions, fortifications, and similar projects.",
73c7d2603573292be481,Corellian Sendoff,true,Action,false,false,Take a Corellian Sendoff action targeting two ships or vehicles at Close range; make a Hard (:pu: :pu: :pu:) Cool check to cause the targets to suffer a minor collision.,
1f96fdec7f6ef49ea291,Corellian Sendoff (Improved),false,Passive,false,false,"When performing a Corellian Sendoff, the targets suffer a major collision instead.",
e61baaa9c593a9065813,Creative Design,false,Passive,false,false,"As part of resolving a successful crafting check, the character may also apply a result equivalent to spending a number of :adv: equal to his ranks in Creative Design. The GM may then apply a result equivalent to spending that same number of :thr:.",
269e70da165db5d18994,Cunning Persona,true,Incidental,false,false,The character may suffer 2 strain to make a Charm check with Cunning instead of Presence.,
a9de3c3cda996ffdd688,Cunning Snare,true,Action,false,false,"Once per encounter as an action, may create a trap. Any other character who moves to engaged range of the trap must make an Opposed Vigilance vs. Survival check to avoid harm and ill effects.",
67206658be7b761d275c,Customized Cooling Unit,false,Passive,false,false,Increase the system strain threshold of Signature Vehicle by 2 per rank of Customized Cooling Unit.,
0709fddc19fe4372bb3b,Deathblow,false,Passive,false,false,"After making a successful attack with a nonstarship/ vehicle weapon, the character may spend one Destiny Point to add damage equal to his Willpower to one hit of the successful attack.",
a62224de5ec6f79c7743,Deceptive Taunt,true,Action,false,false,"Once per session, may make Deceptive Taunt action. Make opposed Deception check. If successful, one adversary must attack the character during adversary’s next turn.",
2c390306a2a20af9cde3,Design Flaw,true,Incidental,false,false,"When making a combat check with a personal scale weapon against a droid, may add equal to ranks in Design Flaw.",
784974a3c932c7baadc7,Desperate Repairs,true,Action,false,false,"Once per session may make a Hard (:pu: :pu: :pu:) Mechanics check on one engaged allied droid. If successful, the droid becomes immobilized and staggered for 1 round, then heals all strain and one Critical Injury with a severity rating no greater than Hard.",
720e6ecbd797aa4520ba,Disarming Smile,true,Action,false,false,Take the Disarming Smile action; succeed at an opposed Charm check to lower all defenses of a target by ranks in Disarming Smile until the end of encounter.,
eb0683406faca793a848,Disciple of Lore,true,Incidental,false,false,"Once per round, may suffer 1 strain to decrease the difficulty of next Knowledge (Lore) check a number of times equal to ranks in Disciple of Lore.",
b4a995cb58bcf8475a17,Disciplined Soul,true,Incidental,false,false,Spend one Destiny Point to after making a Discipline check to spend a number of :thr: not exceeding ranks in Knowledge (Lore) as :adv:.,
bcc2ca9e526f5f2e69ca,Disorienting Strike,false,Passive,false,false,"After failing a Lightsaber combat check, may spend or to disorient opponent for three rounds.",
db8da5e23dc79e5397ec,Distracting Behavior,true,Maneuver,false,false,"Make a Distracting Behavior maneuver and suffer strain no greater than ranks in Cunning. Until beginning of next turn, equal number of NPCs suffer :thr: on checks. Range increases with additional ranks.",
825816bfbffd1c8db0aa,Distracting Behavior (Improved),false,Passive,false,false,The Distracting Behavior maneuver inflicts :thr: :thr: on NPCs’ checks when NPCs target character’s allies.,
dec9d79f93d540364314,Dockyard Expertise,true,Action,false,false,"May make an Average (:pu: :pu:) Knowledge (Education) check when at a space dock. If successful, the cost and time for repairs is reduced by 25% per rank of Dockyard Expertise.",
b169909139d7b7c8ef88,Dodge (Improved),true,Incidental,false,false,"After using Dodge, can make a Move maneuver as an outof- turn incidental.",
2b3bf64ac9d6c60bd15e,Don't Shoot!,true,Action,false,false,"Once per session as an action, make a Hard (:pu: :pu: :pu:) charm check. On success, cannot be the target of combat checks until the end of the encounter or until making a combat check.",
d6e032b7e8fdf600e6d0,Double or Nothing,true,Incidental,false,false,"Suffer 2 strain to perform the Double or Nothing incidental to increase the difficulty of the next check by one. Then, after canceling opposing symbols, double the amount of remaining :adv:.",
43553f3e5a8ccfa9c91d,Double or Nothing (Improved),false,Passive,false,false,"When performing the Double or Nothing incidental, after canceling opposing symbols, also double the amount of remaining :suc:.",
6fe815dc07c803f6a7b5,Double or Nothing (Supreme),false,Passive,false,false,When performing the Double or Nothing incidental also double the number of :tri: and :des:.,
2df3c3a3ef05a87b6a53,Double Talk,false,Passive,false,false,The character may spend :adv: :adv: or :tri: from a successful Charm or Deception check to disorient a number of opponents within short range equal to his Presence for remainder of round and next two rounds.,
5aea7340d5961545bb24,Embrace Your Hate,true,Incidental,false,false,May spend 1 Destiny Point and then suffer Conflict equal to dark side Destiny Points in pool to add equal damage to melee attack. May use this ability once per encounter per rank.,
cd5100052ef58ada484f,Essential Kill,false,Passive,false,false,"When making a non-Gunnery combat check, the character may add :wh: no greater than Force rating to the check. The character may spend :ldsp: to add :adv:, or :ldsp: :ldsp: :ldsp: to add :tri: (character’s choice) to the result.",
ea984e346fe2fcadd005,Exhaustive Questioning,true,Incidental,false,false,"Whenever the character makes a successful social skill check against a captured enemy within short range, may reduce that enemy’s strain threshold by 2 for the remainder of the session and can spend :adv: to inflict 1 strain.",
e42f430b39d46ed11a4a,Expert Handler,false,Passive,false,false,Remove :bk: per rank of Expert Tracker to find tracks or track targets. Decrease time to track a target by half.,
69175c67479f46b96579,Extended Reach,true,Incidental,false,false,"While armed with a twohanded melee weapon, may suffer one strain to make a Melee combat check with that weapon targeting an enemy at up to short range (rather than engaged range).",
5beb9495ab6f1763b109,Far Strike,true,Action,false,false,"As an action, make a Brawl check as a ranged attack, adding :wh: up to Force rating. Increase the range of the attack by one band for each :ldsp: spent, to a maximum of long.",
fdafe5c1b428c7c783e8,Fear the Shadows,true,Action,false,false,Perform the Fear the Shadows action; make a Hard (:pu: :pu: :pu:) Deception check to force a single minion group or rival to flee the encounter.,
db80030ab7ef24ab4f06,Fearsome Rep,false,Passive,false,false,Add automatic :adv: to the results of Coercion checks equal to ranks in Fearsome Rep.,
0b27ae4514565f1baf76,Force Connection,false,Passive,false,false,"When the character performs a Survival or Knowledge (Xenology) skill check, he may roll :wh: no greater than his Force rating. The character may spend :ldsp: to add :suc: or :adv: (character’s choice) to the result.",
d8d12229b19b53f03864,Formation Tactics,true,Action,false,false,"May take the Formation Tactics action by making a Hard (:pu: :pu: :pu:) Leadership check. If successful, he may choose a number of allies within short range equal to :suc: generated. Upgrade the difficulty of attacks against these allies once until the end of his next turn.",
73862e998f3cbc7a9398,Formation Tactics (Improved),true,Maneuver,false,false,The difficulty of Formation Tactics is reduced to Average (:pu: :pu:). May spend :tri: or 6x:adv: to have effect last until end of encounter.,
81ef20883ff8b40ed2e3,Fortified Vacuum Seal,false,Passive,false,false,Increase the hull trauma threshold of Signature Vehicle by 1 per rank of Fortified Vacuum Seal.,
2f9241cf359729fd35e7,Fortune Favors the Bold,true,"Incidental, Out of Turn",false,false,"Once per session as an incidental, suffer 2 strain to flip one dark side Destiny Point to light side.",
7ee5e918ceecb51f693f,Freerunning,true,Incidental,false,false,Suffer 1 strain when making a Move maneuver to move to any location within short range.,
f0d69c9efe7a23ea36d6,Freerunning (Improved),true,Incidental,false,false,Suffer 4 strain when making a move maneuver to move to any location within medium range.,
0a34cdc7d52628da1d8a,Full Stop,true,Maneuver,false,false,"When piloting a ship or vehicle, take a full-stop maneuver to reduce speed to zero and suffer system strain equal to the speed reduced.",
2e5ca6bdb91bfc83c00e,Guns Blazing,true,Incidental,false,false,"As an incidental, suffer 2 Strain to avoid increasing the difficulty of a Ranged (Light) check to attack with two weapons.",
a4bac233f45cdffda158,Harass,true,Incidental,false,false,"Whenever the character’s bonded animal makes a successful combat check against a target, it may forgo inflicting damage to upgrade the difficulty of the target’s next check once instead.",
4f24c053f3b44720d74b,Headbutt,true,Incidental,false,false,"Perform Headbutt incidental, suffering 2 wounds to knock down an disorient enemy.",
1ff21e03c04a59805701,Heavy Hitter,true,Incidental,false,false,"Once per session, spend :tri: on a successful Ranged (Heavy) or Gunnery check to add the Breach 1 quality to the attack, or increase an existing Breach rating by 1.",
881add299eca8e52154b,Heroic Resilience,true,"Incidental, Out of Turn",false,false,"Immediately after being hit by an attack but before suffering damage, spend 1 Destiny Point to increase soak by ranks in Resilience.",
b3287df1909cea58df25,Hidden Storage (Improved),false,Passive,false,false,The character may use Hidden Storage to store an item within his own suitably modified body.,
5ef0690932bd83609089,High-G Training,true,"Incidental, Out of Turn",false,false,"When a starship or vehicle being piloted would suffer system strain, may suffer strain up to ranks in High-G Training to prevent an equal amount of system strain.",
073dc7f6417dcdb1861e,Holistic Navigation,true,Incidental,false,false,"When making an Astrogation skill check, the character may spend one Destiny Point to remove :des:, or to remove :thr: equal to his ranks in Perception.",
fdad8537cbc8c6e57107,Hunter's Quarry,true,Action,false,false,Take Hunter’s Quarry action; make a Hard (:pu: :pu: :pu:) Survival check to upgrade the ability of all attacks made against a target at long range until the end of the character’s next turn.,
88e3e09707b26a3d1f37,Hunter's Quarry (Improved),false,Passive,false,false,Suffer 2 strain to perform Hunter’s Quarry action as a maneuver.,
c36b37e51099911de9df,Impossible Fall,true,"Incidental, Out of Turn",false,false,"Once per session, perform Impossible Fall incidental when falling, make Force power check and spend :ldsp: :ldsp: to decrease fall by one range band and land somewhere safe, Spend :ldsp: to decrease distance by one additional range band.",
02127090c1cc7ef9feab,Improvised Defenses,true,Action,false,false,May make an Average (:pu: :pu:) Survival check to fashion small defenses. It provides cover for up to 4 characters for the rest of the encounter.,
02c27e14f65956eeef82,Improvised Detonation,true,Action,false,false,"Once per session, make a Hard (:pu: :pu: :pu:) Mechanics check to perform the Improvised Detonation action and build an explosive device, dealing damage equal to ranks in Intellect + ranks in Mechanics + :suc:.",
23e405420a2dbdd7f8e2,Improvised Detonation (Improved),false,Passive,false,false,"Once per session, make a Hard (:pu: :pu: :pu:) Mechanics check to perform the Improvised Detonation action and build an explosive device, dealing damage equal to ranks in Intellect + ranks in Mechanics + :suc:.",
cd6928cbc5349bfccc37,Improvised Position,true,Action,false,false,The character may make a Hard (:pu: :pu: :pu:) Mechanics check to construct a secure position. This provides cover for the group and its vehicles.,
0937ca6d622f872d4033,Incite Distraction,true,Action,false,false,"While in a crowd, may perform the Incite Distraction action to make an Average (:pu: :pu:) Deception check. If successful, enemies treat the area as difficult terrain. May spend :tri: to make the location impassable terrain to them instead.",
c62df0296753e23beccc,Indistinguishable (Improved),false,Passive,false,false,The character may extend the effects of Indistinguishable to a number of allies within short range equal to ranks in Deception.,
e3b6bd4cc1a1b89b16b6,Indomitable Will,true,Maneuver,false,false,"Once per encounter as a maneuver, suffer 3 strain to commit :wh: up to Force rating and reduce all damage suffered by an equal amount, but suffer 1 strain each turn.",
6837f68a791a9dd35c60,Inner Peace,true,Incidental,false,false,"Once per encounter, convert a number of dark side Destiny Points equal to ranks in Inner Peace to light side Destiny Points and reduce Conflict gained this session.",
d78084218d71c7d8d72f,Inside Knowledge,true,Action,false,false,"Once per session while in an enemy facility or vessel, may perform the Inside Knowledge action; make a Hard (:pu: :pu: :pu:) Skulduggery check. Character may then find a single personal scale item with a rarity no greater than Cunning plus 2, previously stashed here, or gain a narrative benefit.",
f03d0a345815966f13f0,Inside Person,true,Incidental,false,false,"Once per session the character may spend a Destiny Point to establish he has been undercover in an identified enemy base or large vehicle. For the remainder of the session, add automatic :adv: :adv: to checks he or his allies make that are associated with that location.",
11e18add1d190aa1e4d2,Inspiring Leadership,true,Action,false,false,"Take the Inspiring Leadership action by making an Average (:pu: :pu:) Leadership check. If successful, a number of allies not exceeding his rating in Presence within short range add automatic :suc: to their next skill check.",
8feedc558bf7bc9accd0,Intuitive Navigation,false,Passive,false,false,"When performing an Astrogation or Knowledge (Outer Rim) Skill check, the character may roll :wh: no greater than his Force rating. The character may spend :ldsp: to add :suc: or :adv: (character’s choice) to the result.",
a8ac1dac95df1e7a38b1,Just Kidding,true,"Incidental, Out of Turn",false,false,"Once per round as an incidental, spend 1 Destiny Point to ignore :des: generated on a social check by the character or any ally in short range.",
f5ba338f1daf56abe8c0,Juyo Savagery,false,Passive,false,false,The character adds +5 to Critical Injury rolls from Lightsaber attacks for each dark side Destiny Point in the Destiny pool.,
d64525f27f6e0cde4401,Know the Enemy,false,Passive,false,false,The character may use Knowledge (Warfare) skill when making checks to determine Initiative.,
208ad6ce107d8b9d23f2,Know the Ropes,false,Passive,false,false,Add :bl: to checks made to escape from restraints equal to ranks in Knowledge (Underworld). Spend :tri: to free all other allies within short range.,
4de726a8eb0daa4b146b,Know Their Weakness,true,Action,false,false,"Once per session, may perform the Know Their Weakness action and choose one target within short range; make a Hard (:des:) Perception check to downgrade the difficulty of social skill checks against target once per rank of Know Their Weakness until end of the session.",
bd40075cc72866c7a681,Know Their Weakness (Improved),false,Passive,false,false,The character may extend the effects of Know Their Weakness to a number of enemies within short range equal to his Presence.,
50b7702876ab91c5e82f,Koiogran Turn,true,Maneuver,false,false,"When an opponent has gained the advantage on a starship or vehicle being piloted, may perform a Koiogran Turn maneuver to remove the effects.",
733116207d08daf1db6a,Loom,false,Passive,false,false,"When an ally engaged with the character makes a successful Charm, Deception, or Negotiation check, the character adds :adv: per rank in Coercion to the ally’s check.",
3732dabac6404dac1114,Lose Them,true,Action,false,false,"When being followed or chased, the character may perform the Lose Them action and make a Hard (:pu: :pu: :pu:) Stealth check. If successful, add bb to checks to follow him for the remainder of the encounter and may spend :tri: to indicate his pursuers have lost him completely.",
953c7b376912f52d88dd,Made You Talk,true,Action,false,false,"Once per session, may make an opposed social skill check against a captured enemy character within short range and add :bl: for every 2 strain inflicted on the target that encounter. If successful, the PCs gain a bonus based on the enemy NPC type.",
1bb6dc2da74853787a60,Marked For Death,true,Maneuver,false,false,"Take the Marked for Death maneuver, committing :wh:. Add :adv: :adv: to combat checks against target while :wh: remains committed, but cannot use this talent again until the original target is incapacitated or the session ends.",
cb452f58b95c93375218,Master Demolitionist,true,Incidental,false,false,"When resolving an attack from a personal explosive or ordinance weapon, may spend :adv: or :tri: to have the weapon’s Blast quality act at short range, or medium if it already acts at short.",
acbaa66e16a569daf2de,Master Strategist,true,"Incidental, Out of Turn",false,false,"Once per phase during a mass combat, may suffer 2 strain to decrease difficulty of Mass Combat check once.",
a1323bd414df00ad5b3b,Menace,true,Maneuver,false,false,Character guides bonded animal to perform Menace Maneuver: Enemy within short range of the bonded animal adds :bk: to next Combat checks made against the character.,
64c2504483792b500497,Most Impressive,true,Incidental,false,false,Spend :tri: from any skill check to allow a number of allies not exceeding the character’s rating in Presence within short range to add automatic :adv: to their next check.,
ae8d44c5bad5704e3237,Moving Target,false,Passive,false,false,"If the character has already acted this round, increase ranged defense by 1 per rank of Moving Target.",
cd11c1b49c1e1b98480f,Museum Worthy,true,Action,false,false,"Once per session, take Museum Worthy action; make a Hard (:pu: :pu: :pu:) Knowledge (Education) check to ascertain information regarding a relic, ruin, or piece of history.",
421d469b6bc4f6b87705,Natural Athlete,true,Incidental,false,false,"Once per session, may reroll any 1 Athletics or Coordination check.",
ebad6ef23e5ca6987e4b,Natural Instructor,true,Incidental,false,false,"Once per session, may re-roll one Discipline or Leadership check.",
ab6062881f8502d048a4,Natural Merchant,true,Incidental,false,false,"Once per session, may reroll any 1 Streetwise or Negotiation check.",
bde2d1ed883aa20c23bf,Not Today,true,"Incidental, Out of Turn",false,false,"Once per session, spend a Destiny Point to save Signature Vehicle from destruction.",
a680487b22daf69bfa37,One With Nature,true,"Incidental, Out of Turn",false,false,"When in the wilderness, the character may make a Simple (-) Survival check (instead of Discipline or Cool) to recover strain at the end of an encounter.",
dae75cb851553e8902e1,Overstocked Ammo,false,Passive,false,false,Increase the value of the Limited Ammo quality of any weapons mounted on Signature Vehicle by 1 per rank of Overstocked Ammo.,
b3cce145997858417dee,Persistent Targeting,false,Passive,false,false,"After making one or more successful combat checks against a target, add :bl: to combat checks against that same target for the remainder of the encounter.",
2de52b08086311102367,Pilot Training,false,Passive,false,false,Piloting (Planetary) and Piloting (Space) become career skills.,
6c55f1a614178601f7b8,Pin,true,Action,false,false,Take Pin action; make an Opposed Athletics check to immobilize an engaged opponent until the end of the character’s next turn. Spend :tri: to extend duration one round.,
7440623f8a26c4316786,Power From Pain,true,Incidental,false,false,"Once per session as an incidental, may spend 1 Destiny Point to gain +1 Force Rating for reach Critical Injury character is suffering until the end of the encounter.",
4c3796fe6e8a1a78ad08,Prepare To Be Boarded!,true,Action,false,false,"Once / encounter may take Prepare to be Boarded! action; make opposed Coercion vs. Discipline check against enemy ship captain. If successful, the enemy suffers 1 strain per uncanceled :suc: and surrenders ship if he exceeds strain threshold. may also spend :tri: or :adv: :adv: :adv: :adv: to inflict strain equal to ranks in Coercion.",
215fe53039ec42e700bf,Pride and Joy,false,Passive,false,false,Choose one starship or vehicle character owns with a silhouette of 4 or higher; it becomes his “Pride and Joy” vessel. He upgrades the ability of all social skill checks he makes while within short range of the vessel once.,
919e5fdaead1f33bcaf5,Pride and Joy (Improved),false,Passive,false,false,"While inside his Pride and Joy vessel, recover 1 additional strain whenever recovering strain and spend :adv: on checks made to recover strain to allow an ally also within the vessel to recover one strain.",
367a0ff93362c31518e6,Pride and Joy (Supreme),true,Incidental,false,false,"While inside his Pride and Joy vessel, once per session as an incidental, the character may reduce its silhouette by 2 (to a minimum of 0) for the remainder of the round and following round.",
d87c25225ff53660d22a,Push Aside,true,Incidental,false,false,"After making a successful Melee, Brawl, or Lightsaber combat check against an engaged foe, may force the foe to move to short range in a direction of the opponent’s choosing. Spend :tri: to cause the opponent to fall prone after moving.",
211209144e9763b02569,Push the Specs,true,Action,false,false,"Perform the Push the Specs action when in a starship or vehicle, making an Average (:pu: :pu:) Knowledge (Education) check. With success, the ship’s top speed increases by 1 for a number of rounds equal to the character’s Intellect.",
dddb938ecf780e984c85,Quick Draw (Improved),false,Passive,false,false,May use Quick Draw twice per round.,
a44b9a9b06d6e7501752,Rain of Death,true,Maneuver,false,false,Perform the Rain of Death maneuver to ignore the increased difficulty due to the Auto-fire quality of attacks made this turn.,
34b7fa2e6ad2b4bae05e,Ready For Anything,false,Passive,false,false,Remove :bk: per rank of Ready for Anything on Mass Combat checks and Cool of Vigilance checks to determine Initiative order.,
1191c3946a0c3402803f,Ready for Anything (Improved),false,Passive,false,false,"When making Cool or Vigilance checks to determine Initiative order, may spend :tri: to add :suc: equal to ranks in Ready for Anything.",
efef705a089b0b6a4edc,Reinforced Frame,false,Passive,false,false,"Signature Vehicle gains Massive 1: when making an attack targeting the ship or vehicle, the Critical rating of any weapon used counts as 1 higher.",
1d61d5ae69e4446b8132,Repair Patch Specialization,false,Passive,false,false,"Whenever using an emergency repair patch, the target heals an additional wound per rank of Repair Patch Specialization.",
eb7ea43c49143ffc1d84,Resist Questioning,true,"Incidental, Out of Turn",false,false,"When targeted by an opposed social skill check, the character may suffer 2 strain to perform the Resist Questioning (out of turn) incidental, adding b to the check. If the check fails, may spend :des: to indicate he has provided false information to foe.",
8d96d7694f1692f7f9b7,Resist Questioning (Improved),false,Passive,false,false,"When one ally within short range is targeted by an opposed social skill check, the character may perform Resist Questioning to affect this check instead. If the check fails, may spend :des: to indicate the ally provided false information to foe.",
4f0b2a491799d6672b3c,Saber Throw (Improved),false,Passive,false,false,"When performing the Saber Throw action, may increase the range to long range. When attacking a target at long range, spend :ldsp: :ldsp: to have weapon return to hand.",
e770a6f08706845342ef,Sapith Sundering,true,Incidental,false,false,"May add :wh: up to Force Rating to Brawl checks; the attack gains the Sunder quality, and character may spend :ldsp: generated on the check as :adv: to activate the Sunder quality.",
caf2d7010865465ca523,Second Chances,true,Incidental,false,false,"Once per encounter, choose a number of positive dice equal to ranks in Second Chances and reroll them.",
61b1a486660d83abe4c0,Secrets of the Jedi,false,Passive,false,false,"Lightsaber becomes a Career skill. He may also decrease the difficulty of checks made to construct or repair lightsaber hilts a number of times equal to half his ranks in Knowledge (Lore) (rounded up), to a minimum of Easy (:pu:).",
f3ece9d4870f786f70e8,Secrets of the Jedi (Improved),false,Passive,false,false,Discipline becomes a career skill. Secrets of the Jedi may also be used when installing mods on lightsabers.,
8cc2a8006d865f9ecd66,Seen A Lot of Things,false,Passive,false,false,"Whenever the character fails a Knowledge check, he may spend :adv: :adv: :adv: to roll the check again during his next turn.",
d5e237172158f86261f0,Seize the Initiative,true,Maneuver,false,false,"Once per session as a maneuver, may make a Hard (:pu: :pu: :pu:) Athletics check. On success, other PCs may take their turns immediately.",
a8e5d149dcc7b269f768,Sense the Scene,true,Action,false,false,"Perform the Sense The Scene action; Make a Hard (:pu: :pu: :pu:) Perception check and add :wh: no greater than Force rating, if successful, spend :ldsp: to identify the emotional characteristics of one person involved in the crime.",
a426802b8ca8221b05f5,Shortcut (Improved),true,Incidental,false,false,"When engaging in a chase or race, may suffer 2 strain to add :suc: equal to ranks in Shortcut to the check.",
583c2356aa448b505451,Showboat,true,Incidental,false,false,"When making a check in a starship or vehicle, may suffer 2 strain to gain :tri: on success or :des: on failure.",
8ff7cd802e920b7dc1f9,Smart Handling,true,Action,false,false,"Once per session, take the Smart Handling action, making a Hard (:pu: :pu: :pu:) Knowledge (Education) check. Until start of the next round the ships handling increase by 2 plus an amount equal to :adv: scored on the check to a maximum of handling +4.",
81ec30f5594dfcaf359e,Soothing Tone,true,Action,false,false,Take a Soothing Tone action; make an Average (:pu: :pu:) Knowledge (Xenology) check to allow a beast to recover strain equal to .,
454b1d9e9b017c5e905a,Sorry About the Mess,false,Passive,false,false,Decrease the Critical Rating of a weapon by 1 (to a minimum of 1) against targets that have not yet acted this encounter.,
807582ac3ba66130ad89,Spitfire,false,Passive,false,false,"After a successful combined check with two Ranged (Light) weapons, additional hits can be allocated to other targets within range of the weapon.",
34f7f322f469c4a513cf,Spur,true,Incidental,false,false,Take a Spur action; make a Hard (:pu: :pu: :pu:) Survival check to increae a beast’s top speed by 1. The beast suffers 2 strain every round it stays spurred.,
a89223bf1131265f932f,Spur (Improved),true,Maneuver,false,false,Suffer 1 strain to attempt Spur as a maneuver and decrease its difficulty to Average (:pu: :pu:).,
aa3c72b7499075684bb1,Spur (Supreme),false,Passive,false,false,"When activating and maintaining Spur, the beast only suffers 1 strain instead of 2.",
f44badfad26b1c179758,Steady Aim,false,Passive,false,false,The character does not lose the benefits of the Aim maneuver if he performs other maneuvers (including moving) or actions. He does lose the benefits of the Aim maneuver if the encounter ends.,
d4d59d9238de7ce0c220,Steady Nerves,false,Passive,false,false,Remove :bk: per rank of Steady Nerves from Cool or Skulduggery checks.,
388be27e8624076d3eee,Street Smarts (Improved),true,Action,false,false,"Once per session, may take an Improved Street Smarts action; make a Formidable (:pu: :pu: :pu: :pu: :pu:) Streetwise or Knowledge (Underworld) check to learn one vital clue from the GM. Reduce the difficulty once per rank of street smarts.",
1952c9d1b4eeaa273bb7,Studious Plotting,false,Passive,false,false,"When making a Streetwise or Survival skill check to navigate on a world, the character may use Intellect instead of Cunning.",
9a8abb419ff683bfccdc,Superhuman Reflexes,true,Incidental,false,false,"Once per Session, after generating :des: on a Piloting check, cancel the :des: and add :suc: equal to ranks in Cool.",
3e896dcfbc63a3cdb60e,Survival of the Fittest,true,Incidental,false,false,"Once per session, when making a single check, the character may treat his Force rating as being equal to ranks in Survival.",
c977d26e0a25a5f4bd82,Talk the Talk,true,Incidental,false,false,"When making a Knowledge skill check, the character may spend 1 Destiny Point to substitute Knowledge (Underworld) or Streetwise for the required skill.",
5201ba9aa9be310de32e,Targeted Firepower,true,Action,false,false,"Once per session may take Targeted Firepower action; identify one enemy target and make a Hard (:pu: :pu: :pu:) Knowledge (Warfare) check. If successful, for the rest of encounter allies within short range of character add :adv: to attacks against target equal to :suc: gained in the check.",
